timestamp_ms,seq,mode,snr,per_radio,per_auth,battery,latency_ms,ack_received,retries,auth_success,mode_switch,cost_selected
340008,337,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
341008,338,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
342008,339,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
343008,340,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
344008,341,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
345008,342,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
346008,343,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
347008,344,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
348008,345,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
349008,346,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
350008,347,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
351008,348,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
352008,349,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
353008,350,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
354008,351,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
355008,352,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
356008,353,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
357008,354,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
358008,355,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
359008,356,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
360008,357,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
361008,358,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
362008,359,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
363008,360,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
364008,361,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
365008,362,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
366008,363,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
367008,364,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
368008,365,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
369008,366,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
370008,367,CTR,-7.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
372108,368,CTR,-7.00,0.0000,0.0000,1.000,1518,0,6,0,0,0.320
372526,369,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
373526,370,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
374526,371,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
375526,372,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
376526,373,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
377526,374,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
378526,375,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
379526,376,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
380526,377,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
381526,378,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
382526,379,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
383526,380,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
384526,381,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
385526,382,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
386526,383,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
387526,384,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
388526,385,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
389526,386,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
390526,387,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
391526,388,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
392526,389,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
393526,390,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
394526,391,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
395526,392,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
396526,393,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
397526,394,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
398526,395,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
399526,396,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
400526,397,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
401526,398,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
402526,399,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
403526,400,CTR,-7.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
404526,401,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
405526,402,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
406526,403,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
407526,404,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
408526,405,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
409526,406,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
410526,407,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
411526,408,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
412526,409,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
413526,410,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
414526,411,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
415526,412,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
416526,413,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
417526,414,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
418526,415,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
419526,416,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
420526,417,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
421526,418,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
422526,419,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
423526,420,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
424526,421,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
425526,422,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
426526,423,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
427526,424,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
428526,425,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
429526,426,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
430526,427,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
431526,428,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
432526,429,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
433526,430,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
434526,431,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
435526,432,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
436526,433,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
437526,434,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
438526,435,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
439526,436,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
440526,437,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
441526,438,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
442526,439,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
443526,440,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
444526,441,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
445526,442,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
446526,443,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
447526,444,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
448526,445,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
449526,446,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
450526,447,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
451526,448,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
452526,449,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
453526,450,CTR,-10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
454526,451,CTR,10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
455526,452,CTR,10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
456526,453,CTR,10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
457526,454,CTR,10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
458526,455,CTR,10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
459526,456,CTR,10.00,0.0000,0.0000,1.000,418,1,6,1,0,0.320
